"name","producer","vintage","region","category","tww_opinion","slug"
"Gevrey-Chambertin""Clos St-Jacques"" 1er Cru 2015","Domaine Jean-Marie Fourrier","2015","Bourgogne","Bourgogne","L'avis The Wine Watchers :

Nous sélectionnons les vins du **Domaine Jean-Marie Fourrier** pour leur pureté d'expression, leur remarquable finesse et leur capacité à révéler avec une grande fidélité les plus beaux terroirs de Gevrey-Chambertin. Chaque cuvée traduit une vision où l'élégance prime sur la démonstration de puissance, laissant le Pinot Noir exprimer toute la richesse de son origine.
Ce qui nous séduit particulièrement est l'équilibre entre délicatesse et profondeur. Les vins offrent un fruit d'une grande précision, des tanins soyeux et une texture particulièrement raffinée, soutenus par une fraîcheur naturelle qui apporte énergie et longueur. Cette harmonie confère à chaque bouteille une sensation de fluidité et de pureté rarement égalée.
Nous apprécions également la philosophie de Jean-Marie Fourrier, fondée sur une intervention minimale aussi bien à la vigne qu'au chai. Les faibles rendements, les vinifications douces et les élevages parfaitement maîtrisés permettent au terroir de s'exprimer sans artifice, offrant des vins d'une authenticité remarquable et immédiatement reconnaissables.
Avec les années, les arômes de cerise, de framboise, de violette et de rose évoluent progressivement vers des notes de truffe, de sous-bois, de cuir noble, de thé noir et d'épices fines. Cette évolution harmonieuse témoigne du remarquable potentiel de garde des plus grandes cuvées du domaine.
Pour **The Wine Watchers**, le **Domaine Jean-Marie Fourrier** incarne l'une des expressions les plus élégantes et les plus sincères de la Bourgogne contemporaine. Profonds, précis et profondément marqués par leur terroir, ses vins figurent parmi les plus belles références de Gevrey-Chambertin et séduisent les amateurs en quête d'émotion, de finesse et d'authenticité.","gevrey-chambertin-clos-st-jacques-1er-cru-2015-fourrier"
"Gevrey-Chambertin""Clos St-Jacques"" 1er Cru 2017","Domaine Jean-Marie Fourrier","2017","Bourgogne","Bourgogne","L'avis The Wine Watchers :

Nous sélectionnons les vins du **Domaine Jean-Marie Fourrier** pour leur pureté d'expression, leur remarquable finesse et leur capacité à révéler avec une grande fidélité les plus beaux terroirs de Gevrey-Chambertin. Chaque cuvée traduit une vision où l'élégance prime sur la démonstration de puissance, laissant le Pinot Noir exprimer toute la richesse de son origine.
Ce qui nous séduit particulièrement est l'équilibre entre délicatesse et profondeur. Les vins offrent un fruit d'une grande précision, des tanins soyeux et une texture particulièrement raffinée, soutenus par une fraîcheur naturelle qui apporte énergie et longueur. Cette harmonie confère à chaque bouteille une sensation de fluidité et de pureté rarement égalée.
Nous apprécions également la philosophie de Jean-Marie Fourrier, fondée sur une intervention minimale aussi bien à la vigne qu'au chai. Les faibles rendements, les vinifications douces et les élevages parfaitement maîtrisés permettent au terroir de s'exprimer sans artifice, offrant des vins d'une authenticité remarquable et immédiatement reconnaissables.
Avec les années, les arômes de cerise, de framboise, de violette et de rose évoluent progressivement vers des notes de truffe, de sous-bois, de cuir noble, de thé noir et d'épices fines. Cette évolution harmonieuse témoigne du remarquable potentiel de garde des plus grandes cuvées du domaine.
Pour **The Wine Watchers**, le **Domaine Jean-Marie Fourrier** incarne l'une des expressions les plus élégantes et les plus sincères de la Bourgogne contemporaine. Profonds, précis et profondément marqués par leur terroir, ses vins figurent parmi les plus belles références de Gevrey-Chambertin et séduisent les amateurs en quête d'émotion, de finesse et d'authenticité.","gevrey-chambertin-clos-st-jacques-1er-cru-2017-fourrier"
"Gevrey-Chambertin""Clos St-Jacques"" 1er Cru 2019","Domaine Jean-Marie Fourrier","2019","Bourgogne","Bourgogne","L'avis The Wine Watchers :

Nous sélectionnons les vins du **Domaine Jean-Marie Fourrier** pour leur pureté d'expression, leur remarquable finesse et leur capacité à révéler avec une grande fidélité les plus beaux terroirs de Gevrey-Chambertin. Chaque cuvée traduit une vision où l'élégance prime sur la démonstration de puissance, laissant le Pinot Noir exprimer toute la richesse de son origine.
Ce qui nous séduit particulièrement est l'équilibre entre délicatesse et profondeur. Les vins offrent un fruit d'une grande précision, des tanins soyeux et une texture particulièrement raffinée, soutenus par une fraîcheur naturelle qui apporte énergie et longueur. Cette harmonie confère à chaque bouteille une sensation de fluidité et de pureté rarement égalée.
Nous apprécions également la philosophie de Jean-Marie Fourrier, fondée sur une intervention minimale aussi bien à la vigne qu'au chai. Les faibles rendements, les vinifications douces et les élevages parfaitement maîtrisés permettent au terroir de s'exprimer sans artifice, offrant des vins d'une authenticité remarquable et immédiatement reconnaissables.
Avec les années, les arômes de cerise, de framboise, de violette et de rose évoluent progressivement vers des notes de truffe, de sous-bois, de cuir noble, de thé noir et d'épices fines. Cette évolution harmonieuse témoigne du remarquable potentiel de garde des plus grandes cuvées du domaine.
Pour **The Wine Watchers**, le **Domaine Jean-Marie Fourrier** incarne l'une des expressions les plus élégantes et les plus sincères de la Bourgogne contemporaine. Profonds, précis et profondément marqués par leur terroir, ses vins figurent parmi les plus belles références de Gevrey-Chambertin et séduisent les amateurs en quête d'émotion, de finesse et d'authenticité.","gevrey-chambertin-clos-st-jacques-1er-cru-2019-fourrier"
"Gevrey-Chambertin""Clos St-Jacques"" 1er Cru 2022","Domaine Jean-Marie Fourrier","2022","Bourgogne","Bourgogne","L'avis The Wine Watchers :

Nous sélectionnons les vins du **Domaine Jean-Marie Fourrier** pour leur pureté d'expression, leur remarquable finesse et leur capacité à révéler avec une grande fidélité les plus beaux terroirs de Gevrey-Chambertin. Chaque cuvée traduit une vision où l'élégance prime sur la démonstration de puissance, laissant le Pinot Noir exprimer toute la richesse de son origine.
Ce qui nous séduit particulièrement est l'équilibre entre délicatesse et profondeur. Les vins offrent un fruit d'une grande précision, des tanins soyeux et une texture particulièrement raffinée, soutenus par une fraîcheur naturelle qui apporte énergie et longueur. Cette harmonie confère à chaque bouteille une sensation de fluidité et de pureté rarement égalée.
Nous apprécions également la philosophie de Jean-Marie Fourrier, fondée sur une intervention minimale aussi bien à la vigne qu'au chai. Les faibles rendements, les vinifications douces et les élevages parfaitement maîtrisés permettent au terroir de s'exprimer sans artifice, offrant des vins d'une authenticité remarquable et immédiatement reconnaissables.
Avec les années, les arômes de cerise, de framboise, de violette et de rose évoluent progressivement vers des notes de truffe, de sous-bois, de cuir noble, de thé noir et d'épices fines. Cette évolution harmonieuse témoigne du remarquable potentiel de garde des plus grandes cuvées du domaine.
Pour **The Wine Watchers**, le **Domaine Jean-Marie Fourrier** incarne l'une des expressions les plus élégantes et les plus sincères de la Bourgogne contemporaine. Profonds, précis et profondément marqués par leur terroir, ses vins figurent parmi les plus belles références de Gevrey-Chambertin et séduisent les amateurs en quête d'émotion, de finesse et d'authenticité.","gevrey-chambertin-clos-st-jacques-1er-cru-2022-fourrier"
"Gevrey-Chambertin""Clos St-Jacques"" 1er Cru 2023","Domaine Jean-Marie Fourrier","2023","Bourgogne","Bourgogne","L'avis The Wine Watchers :

Nous sélectionnons les vins du **Domaine Jean-Marie Fourrier** pour leur pureté d'expression, leur remarquable finesse et leur capacité à révéler avec une grande fidélité les plus beaux terroirs de Gevrey-Chambertin. Chaque cuvée traduit une vision où l'élégance prime sur la démonstration de puissance, laissant le Pinot Noir exprimer toute la richesse de son origine.
Ce qui nous séduit particulièrement est l'équilibre entre délicatesse et profondeur. Les vins offrent un fruit d'une grande précision, des tanins soyeux et une texture particulièrement raffinée, soutenus par une fraîcheur naturelle qui apporte énergie et longueur. Cette harmonie confère à chaque bouteille une sensation de fluidité et de pureté rarement égalée.
Nous apprécions également la philosophie de Jean-Marie Fourrier, fondée sur une intervention minimale aussi bien à la vigne qu'au chai. Les faibles rendements, les vinifications douces et les élevages parfaitement maîtrisés permettent au terroir de s'exprimer sans artifice, offrant des vins d'une authenticité remarquable et immédiatement reconnaissables.
Avec les années, les arômes de cerise, de framboise, de violette et de rose évoluent progressivement vers des notes de truffe, de sous-bois, de cuir noble, de thé noir et d'épices fines. Cette évolution harmonieuse témoigne du remarquable potentiel de garde des plus grandes cuvées du domaine.
Pour **The Wine Watchers**, le **Domaine Jean-Marie Fourrier** incarne l'une des expressions les plus élégantes et les plus sincères de la Bourgogne contemporaine. Profonds, précis et profondément marqués par leur terroir, ses vins figurent parmi les plus belles références de Gevrey-Chambertin et séduisent les amateurs en quête d'émotion, de finesse et d'authenticité.","gevrey-chambertin-clos-st-jacques-1er-cru-2023-fourrier"
"Richebourg Grand Cru 2001","Domaine Leroy","2001","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Richebourg Grand Cru 2001 du Domaine Leroy pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","richebourg-2001-domaine-leroy"
"Richebourg Grand Cru 2009","Domaine Leroy","2009","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Richebourg Grand Cru 2009 du Domaine Leroy pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","richebourg-grand-cru-2009"
"Clos de Vougeot Grand Cru 2019","Domaine Méo-Camuzet","2019","Côte de Nuits","Bourgogne","L’avis The Wine Watchers :

Nous sélectionnons les vins du **Domaine Méo-Camuzet** pour leur profondeur, leur raffinement et leur capacité à restituer avec une remarquable précision la personnalité des grands terroirs de Vosne-Romanée et de la Côte de Nuits. Le domaine possède cette faculté rare de conjuguer richesse de matière et élégance, sans jamais sacrifier l’identité du climat au profit d’un style uniforme.

Ce qui nous séduit particulièrement est la texture des vins. Le Pinot Noir y développe une matière généreuse et soyeuse, portée par des tanins d’une grande finesse et une fraîcheur qui apporte équilibre, énergie et longueur. Cette alliance entre concentration et délicatesse donne naissance à des vins profonds, sensuels et remarquablement harmonieux.

Nous apprécions également la philosophie de **Jean-Nicolas Méo**, héritière d’un patrimoine familial exceptionnel et profondément marquée par l’enseignement d’Henri Jayer. Le travail précis à la vigne, la recherche d’une maturité optimale, les extractions maîtrisées et les élevages soigneusement adaptés à chaque cuvée permettent aux différents terroirs de conserver leur personnalité.

Dans leur jeunesse, les vins dévoilent des arômes de cerise noire, de framboise, de violette et d’épices, accompagnés de nuances de réglisse et de bois précieux. Avec le temps, ils gagnent en complexité et développent des notes de truffe, de sous-bois, de cuir fin, de thé noir et d’épices nobles, tandis que leur texture devient progressivement plus soyeuse.

Pour **The Wine Watchers**, le Domaine Méo-Camuzet incarne l’une des expressions les plus séduisantes de la Bourgogne contemporaine. Des Premiers Crus de Vosne-Romanée jusqu’aux prestigieux Richebourg, Clos de Vougeot et Corton, ses vins associent caractère, précision et remarquable potentiel d’évolution. Une signature incontournable pour les amateurs recherchant dans les grands Pinot Noir bourguignons autant la profondeur que l’élégance.","clos-de-vougeot-grand-cru-2019-domaine-meo-camuzet"
"Clos de Vougeot Grand Cru 2020","Domaine Méo-Camuzet","2020","Côte de Nuits","Bourgogne","Ce Clos de Vougeot 2020 occupe une place singulière dans la gamme de Méo-Camuzet : il provient d’une vaste parcelle d’un seul tenant, située en haut du Clos, au pied du château, là où les sols peu profonds et pierreux imposent aux racines un travail en profondeur. Le domaine en livre une lecture moins massive que racée, portée par une texture enveloppante, une maturité précoce des raisins et une recherche de longueur assumée. En 2020, millésime solaire mais tenu par une acidité remarquable, le vin gagne en densité sans basculer dans la lourdeur : fruit noir concentré, nuances florales, accents toastés et matière sapide composent un ensemble encore fermement structuré. C’est une bouteille de garde, davantage à attendre qu’à ouvrir dans sa jeunesse, retenue par The Wine Watchers pour l’alliance rare entre l’autorité du Clos et le toucher très raffiné de Méo-Camuzet.","clos-de-vougeot-grand-cru-2020-domaine-meo-camuzet"
"Chambertin Grand Cru 2021","Domaine Trapet","2021","Bourgogne","Bourgogne","L'avis The Wine Watchers :
Nous sélectionnons ce Chambertin Grand Cru 2021 du Domaine Trapet pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","chambertin-grand-cru-2021-domaine-trapet"
"Chambertin Grand Cru 2022","Domaine Trapet","2022","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Chambertin Grand Cru 2022 du Domaine Trapet pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","chambertin-grand-cru-2022-domaine-trapet"
"Chapelle Chambertin Grand Cru 2020","Domaine Trapet","2020","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Chapelle-Chambertin Grand Cru 2020 du Domaine Trapet pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","chapelle-chambertin-2020-domaine-trapet"
"Bonnes-Mares Grand Cru 2018","Maison Louis Jadot","2018","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Bonnes-Mares Grand Cru 2018 du Domaine Louis Jadot pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","bonnes-mares-grand-cru-2018"
"Bonnes-Mares Grand Cru 2019","Maison Louis Jadot","2019","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Bonnes-Mares Grand Cru 2019 du Domaine Louis Jadot pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","bonnes-mares-grand-cru-2019"
"Bonnes-Mares Grand Cru 2020","Maison Louis Jadot","2020","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Bonnes-Mares Grand Cru 2020 du Domaine Louis Jadot pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","bonnes-mares-2020-louis-jadot"
"Bonnes-Mares Grand Cru 2021","Maison Louis Jadot","2021","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Bonnes-Mares Grand Cru 2021 du Domaine Louis Jadot pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","bonnes-mares-2021-jadot"
